epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
128,678.461,0.6861,0.34062,0.00521,0.85296,0.78874,0.86268,0.56916,1.42274,0.73051,0.00981,0.0111405,0.0037135,0.0111405,0.0037135,0.0111405,0.0037135,0.0111405,0.0037135
129,683.741,0.6756,0.33767,0.00523,0.87519,0.80545,0.89294,0.62169,1.31381,0.71693,0.00848,0.010992,0.003664,0.010992,0.003664,0.010992,0.003664,0.010992,0.003664
130,689.006,0.67707,0.34321,0.00532,0.91567,0.80592,0.86572,0.61394,1.33411,0.72109,0.00879,0.0108435,0.0036145,0.0108435,0.0036145,0.0108435,0.0036145,0.0108435,0.0036145
131,694.28,0.67741,0.34036,0.00521,0.91113,0.84551,0.9057,0.62245,1.31678,0.64753,0.00869,0.010695,0.003565,0.010695,0.003565,0.010695,0.003565,0.010695,0.003565
132,699.562,0.67558,0.33348,0.00516,0.87919,0.80575,0.87509,0.60594,1.32457,0.73002,0.00904,0.0105465,0.0035155,0.0105465,0.0035155,0.0105465,0.0035155,0.0105465,0.0035155
133,704.827,0.66411,0.31924,0.0052,0.87654,0.79311,0.87009,0.60912,1.33815,0.74116,0.00896,0.010398,0.003466,0.010398,0.003466,0.010398,0.003466,0.010398,0.003466
134,710.085,0.65919,0.33092,0.00518,0.85342,0.80234,0.86479,0.60761,1.31243,0.74313,0.00839,0.0102495,0.0034165,0.0102495,0.0034165,0.0102495,0.0034165,0.0102495,0.0034165
135,715.334,0.67093,0.34078,0.0052,0.89076,0.82066,0.87929,0.60173,1.37391,0.6494,0.00934,0.010101,0.003367,0.010101,0.003367,0.010101,0.003367,0.010101,0.003367
136,720.617,0.66136,0.32784,0.00516,0.8831,0.81889,0.89003,0.60989,1.31167,0.6902,0.00878,0.0099525,0.0033175,0.0099525,0.0033175,0.0099525,0.0033175,0.0099525,0.0033175
137,725.893,0.66988,0.33048,0.00517,0.88841,0.80524,0.85572,0.61202,1.32228,0.67016,0.00845,0.009804,0.003268,0.009804,0.003268,0.009804,0.003268,0.009804,0.003268
138,731.183,0.6617,0.33188,0.00505,0.88941,0.83143,0.90063,0.61431,1.3362,0.66538,0.00851,0.0096555,0.0032185,0.0096555,0.0032185,0.0096555,0.0032185,0.0096555,0.0032185
139,736.461,0.65775,0.32464,0.0051,0.88515,0.82791,0.88331,0.59547,1.39556,0.63812,0.00936,0.009507,0.003169,0.009507,0.003169,0.009507,0.003169,0.009507,0.003169
140,741.74,0.65495,0.32569,0.00507,0.85099,0.81525,0.86359,0.59312,1.38144,0.70116,0.00928,0.0093585,0.0031195,0.0093585,0.0031195,0.0093585,0.0031195,0.0093585,0.0031195
141,747.017,0.64965,0.3226,0.005,0.88159,0.81192,0.89324,0.61636,1.32484,0.7241,0.0086,0.00921,0.00307,0.00921,0.00307,0.00921,0.00307,0.00921,0.00307
142,752.292,0.64222,0.32141,0.00494,0.86616,0.81512,0.88639,0.62269,1.29138,0.74618,0.00818,0.0090615,0.0030205,0.0090615,0.0030205,0.0090615,0.0030205,0.0090615,0.0030205
143,757.534,0.64472,0.3105,0.00492,0.8795,0.82875,0.89997,0.6202,1.27487,0.64277,0.00821,0.008913,0.002971,0.008913,0.002971,0.008913,0.002971,0.008913,0.002971
144,762.838,0.6395,0.31689,0.0049,0.89995,0.84122,0.90911,0.62877,1.29721,0.64696,0.0082,0.0087645,0.0029215,0.0087645,0.0029215,0.0087645,0.0029215,0.0087645,0.0029215
145,768.108,0.6301,0.31142,0.0049,0.88391,0.83911,0.89419,0.63293,1.25696,0.62564,0.00812,0.008616,0.002872,0.008616,0.002872,0.008616,0.002872,0.008616,0.002872
146,773.396,0.62915,0.31581,0.00483,0.90891,0.85462,0.91888,0.63193,1.27891,0.56823,0.00807,0.0084675,0.0028225,0.0084675,0.0028225,0.0084675,0.0028225,0.0084675,0.0028225
147,778.673,0.64394,0.31597,0.0049,0.89561,0.84675,0.90504,0.62696,1.32369,0.61268,0.00856,0.008319,0.002773,0.008319,0.002773,0.008319,0.002773,0.008319,0.002773
148,783.948,0.63386,0.30832,0.00484,0.87429,0.83383,0.88942,0.60874,1.35244,0.69575,0.0087,0.0081705,0.0027235,0.0081705,0.0027235,0.0081705,0.0027235,0.0081705,0.0027235
149,789.231,0.62343,0.30205,0.00466,0.86792,0.84158,0.90212,0.62898,1.26161,0.61119,0.00802,0.008022,0.002674,0.008022,0.002674,0.008022,0.002674,0.008022,0.002674
150,794.494,0.62955,0.30704,0.00477,0.88716,0.82277,0.87601,0.59898,1.32689,0.63512,0.00848,0.0078735,0.0026245,0.0078735,0.0026245,0.0078735,0.0026245,0.0078735,0.0026245
151,799.765,0.62697,0.30994,0.00476,0.86523,0.81385,0.88358,0.61489,1.27666,0.65361,0.00819,0.007725,0.002575,0.007725,0.002575,0.007725,0.002575,0.007725,0.002575
152,805.013,0.62642,0.30354,0.00469,0.86803,0.84999,0.88906,0.62057,1.29548,0.63567,0.0083,0.0075765,0.0025255,0.0075765,0.0025255,0.0075765,0.0025255,0.0075765,0.0025255
153,810.299,0.61463,0.3043,0.00474,0.87007,0.81061,0.86217,0.61247,1.33281,0.70679,0.00865,0.007428,0.002476,0.007428,0.002476,0.007428,0.002476,0.007428,0.002476
154,815.57,0.61762,0.29779,0.00468,0.85745,0.83204,0.88314,0.61772,1.31334,0.65524,0.00835,0.0072795,0.0024265,0.0072795,0.0024265,0.0072795,0.0024265,0.0072795,0.0024265
155,820.828,0.61389,0.29302,0.00461,0.88775,0.83475,0.89621,0.62436,1.29367,0.68348,0.00805,0.007131,0.002377,0.007131,0.002377,0.007131,0.002377,0.007131,0.002377
156,826.098,0.61341,0.30044,0.00459,0.91131,0.86271,0.91222,0.62893,1.28647,0.61159,0.00802,0.0069825,0.0023275,0.0069825,0.0023275,0.0069825,0.0023275,0.0069825,0.0023275
157,831.363,0.61477,0.30445,0.0046,0.93326,0.83238,0.90257,0.62906,1.3078,0.64106,0.00807,0.006834,0.002278,0.006834,0.002278,0.006834,0.002278,0.006834,0.002278
158,836.613,0.60969,0.29494,0.00458,0.84132,0.83396,0.89135,0.62612,1.28565,0.71927,0.00823,0.0066855,0.0022285,0.0066855,0.0022285,0.0066855,0.0022285,0.0066855,0.0022285
159,841.781,0.60811,0.30033,0.0045,0.89146,0.81353,0.89039,0.62885,1.27905,0.67398,0.00819,0.006537,0.002179,0.006537,0.002179,0.006537,0.002179,0.006537,0.002179
160,847.036,0.60495,0.29899,0.00453,0.91198,0.80133,0.8702,0.6246,1.27226,0.76481,0.00807,0.0063885,0.0021295,0.0063885,0.0021295,0.0063885,0.0021295,0.0063885,0.0021295
161,852.318,0.60972,0.29791,0.00458,0.89678,0.82389,0.88232,0.62688,1.29495,0.68286,0.00807,0.00624,0.00208,0.00624,0.00208,0.00624,0.00208,0.00624,0.00208
162,857.571,0.59633,0.28944,0.0044,0.88921,0.82122,0.8824,0.61704,1.3121,0.63762,0.00832,0.0060915,0.0020305,0.0060915,0.0020305,0.0060915,0.0020305,0.0060915,0.0020305
163,862.85,0.58266,0.28472,0.00439,0.88586,0.86116,0.9028,0.64029,1.28656,0.61666,0.00819,0.005943,0.001981,0.005943,0.001981,0.005943,0.001981,0.005943,0.001981
164,868.135,0.58653,0.2867,0.00441,0.92633,0.79702,0.88349,0.62996,1.27718,0.69145,0.00809,0.0057945,0.0019315,0.0057945,0.0019315,0.0057945,0.0019315,0.0057945,0.0019315
165,873.421,0.58685,0.28682,0.00446,0.89234,0.82435,0.89475,0.63502,1.28084,0.65374,0.00792,0.005646,0.001882,0.005646,0.001882,0.005646,0.001882,0.005646,0.001882
166,878.708,0.60074,0.28261,0.00444,0.88595,0.86154,0.90568,0.62511,1.30678,0.61953,0.0084,0.0054975,0.0018325,0.0054975,0.0018325,0.0054975,0.0018325,0.0054975,0.0018325
167,883.976,0.58279,0.28231,0.00434,0.89223,0.84089,0.91261,0.63391,1.26658,0.62429,0.00797,0.005349,0.001783,0.005349,0.001783,0.005349,0.001783,0.005349,0.001783
168,889.26,0.57073,0.28171,0.0043,0.92309,0.81492,0.88295,0.62371,1.29978,0.66792,0.00824,0.0052005,0.0017335,0.0052005,0.0017335,0.0052005,0.0017335,0.0052005,0.0017335
169,894.514,0.58947,0.29178,0.00442,0.90433,0.85294,0.91884,0.65288,1.20743,0.59491,0.00745,0.005052,0.001684,0.005052,0.001684,0.005052,0.001684,0.005052,0.001684
170,899.79,0.57122,0.27906,0.00432,0.89012,0.84328,0.90396,0.64411,1.24521,0.61646,0.00761,0.0049035,0.0016345,0.0049035,0.0016345,0.0049035,0.0016345,0.0049035,0.0016345
171,905.068,0.56398,0.27125,0.00419,0.90585,0.84181,0.89324,0.64332,1.23781,0.63816,0.00783,0.004755,0.001585,0.004755,0.001585,0.004755,0.001585,0.004755,0.001585
172,910.352,0.56562,0.27331,0.00419,0.89676,0.83372,0.87921,0.63087,1.27616,0.69338,0.00803,0.0046065,0.0015355,0.0046065,0.0015355,0.0046065,0.0015355,0.0046065,0.0015355
173,915.63,0.56682,0.27565,0.00424,0.89025,0.83663,0.87686,0.62917,1.28663,0.63078,0.00805,0.004458,0.001486,0.004458,0.001486,0.004458,0.001486,0.004458,0.001486
174,920.879,0.57099,0.27704,0.0042,0.91075,0.83362,0.89395,0.64162,1.25769,0.61195,0.008,0.0043095,0.0014365,0.0043095,0.0014365,0.0043095,0.0014365,0.0043095,0.0014365
175,926.124,0.56606,0.27511,0.00423,0.93888,0.82046,0.88897,0.64071,1.24951,0.6454,0.00766,0.004161,0.001387,0.004161,0.001387,0.004161,0.001387,0.004161,0.001387
176,931.381,0.55776,0.26497,0.00408,0.92216,0.85095,0.91023,0.64058,1.23749,0.58203,0.00754,0.0040125,0.0013375,0.0040125,0.0013375,0.0040125,0.0013375,0.0040125,0.0013375
177,936.64,0.5617,0.26856,0.00414,0.92281,0.84085,0.89717,0.62639,1.28047,0.5859,0.00801,0.003864,0.001288,0.003864,0.001288,0.003864,0.001288,0.003864,0.001288
178,941.909,0.56373,0.27377,0.00417,0.92238,0.82285,0.88231,0.6221,1.28279,0.6646,0.00795,0.0037155,0.0012385,0.0037155,0.0012385,0.0037155,0.0012385,0.0037155,0.0012385
179,947.185,0.55272,0.25946,0.00408,0.92495,0.83418,0.89925,0.63469,1.25396,0.61728,0.00787,0.003567,0.001189,0.003567,0.001189,0.003567,0.001189,0.003567,0.001189
180,952.449,0.55197,0.2569,0.00406,0.92484,0.85831,0.90788,0.63442,1.26567,0.60834,0.00792,0.0034185,0.0011395,0.0034185,0.0011395,0.0034185,0.0011395,0.0034185,0.0011395
181,957.689,0.54662,0.26066,0.00404,0.93073,0.85354,0.91325,0.64326,1.25287,0.60955,0.00795,0.00327,0.00109,0.00327,0.00109,0.00327,0.00109,0.00327,0.00109
182,962.961,0.54589,0.26717,0.00402,0.9127,0.86293,0.91791,0.65204,1.23075,0.57125,0.00769,0.0031215,0.0010405,0.0031215,0.0010405,0.0031215,0.0010405,0.0031215,0.0010405
183,968.209,0.5326,0.25506,0.00397,0.91638,0.82889,0.89966,0.63105,1.27088,0.65889,0.00786,0.002973,0.000991,0.002973,0.000991,0.002973,0.000991,0.002973,0.000991
184,973.475,0.53614,0.26221,0.00397,0.91008,0.83971,0.89224,0.6357,1.26659,0.64085,0.00776,0.0028245,0.0009415,0.0028245,0.0009415,0.0028245,0.0009415,0.0028245,0.0009415
185,978.715,0.53939,0.25423,0.00396,0.91935,0.82544,0.89015,0.6382,1.24378,0.64777,0.00766,0.002676,0.000892,0.002676,0.000892,0.002676,0.000892,0.002676,0.000892
186,984.995,0.47188,0.18845,0.0035,0.91213,0.84367,0.89732,0.65297,1.20337,0.68517,0.00746,0.0025275,0.0008425,0.0025275,0.0008425,0.0025275,0.0008425,0.0025275,0.0008425
187,990.248,0.45338,0.17612,0.0033,0.90838,0.85133,0.89785,0.64134,1.21844,0.69586,0.00773,0.002379,0.000793,0.002379,0.000793,0.002379,0.000793,0.002379,0.000793
188,995.509,0.44782,0.16887,0.00323,0.92937,0.86168,0.91237,0.64513,1.23005,0.61701,0.00774,0.0022305,0.0007435,0.0022305,0.0007435,0.0022305,0.0007435,0.0022305,0.0007435
189,1000.76,0.43909,0.16557,0.00316,0.88418,0.88421,0.91686,0.64352,1.2514,0.6113,0.0078,0.002082,0.000694,0.002082,0.000694,0.002082,0.000694,0.002082,0.000694
190,1006.01,0.43585,0.16733,0.00312,0.91626,0.86187,0.91409,0.64725,1.24205,0.61971,0.00776,0.0019335,0.0006445,0.0019335,0.0006445,0.0019335,0.0006445,0.0019335,0.0006445
191,1011.25,0.42973,0.16469,0.00308,0.93371,0.86369,0.91784,0.65045,1.24831,0.60225,0.00767,0.001785,0.000595,0.001785,0.000595,0.001785,0.000595,0.001785,0.000595
192,1016.48,0.42572,0.16409,0.00304,0.92391,0.85981,0.91332,0.64592,1.25201,0.63442,0.0077,0.0016365,0.0005455,0.0016365,0.0005455,0.0016365,0.0005455,0.0016365,0.0005455
193,1021.71,0.42401,0.15963,0.00298,0.92509,0.85778,0.91369,0.64636,1.23658,0.63343,0.00761,0.001488,0.000496,0.001488,0.000496,0.001488,0.000496,0.001488,0.000496
194,1026.97,0.41791,0.15856,0.00298,0.91333,0.85815,0.91252,0.64164,1.23513,0.6172,0.00768,0.0013395,0.0004465,0.0013395,0.0004465,0.0013395,0.0004465,0.0013395,0.0004465
195,1032.21,0.41508,0.15643,0.00296,0.9349,0.83904,0.90063,0.63588,1.24287,0.6469,0.00765,0.001191,0.000397,0.001191,0.000397,0.001191,0.000397,0.001191,0.000397
196,1037.47,0.41224,0.15745,0.00291,0.90996,0.85908,0.90235,0.6395,1.24379,0.65878,0.0076,0.0010425,0.0003475,0.0010425,0.0003475,0.0010425,0.0003475,0.0010425,0.0003475
197,1042.68,0.41164,0.15646,0.00288,0.91676,0.85139,0.90076,0.63768,1.23858,0.66071,0.00762,0.000894,0.000298,0.000894,0.000298,0.000894,0.000298,0.000894,0.000298
198,1047.9,0.40825,0.1545,0.00288,0.90907,0.85867,0.9046,0.64578,1.23427,0.64161,0.00757,0.0007455,0.0002485,0.0007455,0.0002485,0.0007455,0.0002485,0.0007455,0.0002485
199,1053.11,0.40346,0.15091,0.00283,0.91014,0.8678,0.90831,0.64264,1.24512,0.63743,0.00766,0.000597,0.000199,0.000597,0.000199,0.000597,0.000199,0.000597,0.000199
200,1058.34,0.40078,0.15061,0.00279,0.90159,0.87249,0.9057,0.64323,1.24176,0.63752,0.00768,0.0004485,0.0001495,0.0004485,0.0001495,0.0004485,0.0001495,0.0004485,0.0001495
