epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
133,1027.94,0.70787,0.32577,0.0048,0.93573,0.92471,0.95268,0.6792,1.02009,0.46211,0.00687,0.010398,0.003466,0.010398,0.003466,0.010398,0.003466,0.010398,0.003466
134,1035.67,0.69644,0.31705,0.00483,0.94151,0.90791,0.94528,0.67166,1.01769,0.46197,0.00677,0.0102495,0.0034165,0.0102495,0.0034165,0.0102495,0.0034165,0.0102495,0.0034165
135,1043.37,0.68712,0.31702,0.00468,0.92,0.89325,0.93947,0.67129,1.01899,0.4807,0.00691,0.010101,0.003367,0.010101,0.003367,0.010101,0.003367,0.010101,0.003367
136,1051.07,0.69223,0.31416,0.00473,0.92328,0.89318,0.93542,0.66961,1.02733,0.49248,0.00683,0.0099525,0.0033175,0.0099525,0.0033175,0.0099525,0.0033175,0.0099525,0.0033175
137,1058.85,0.68534,0.30783,0.00465,0.9457,0.89023,0.9359,0.67044,1.01531,0.49583,0.00679,0.009804,0.003268,0.009804,0.003268,0.009804,0.003268,0.009804,0.003268
138,1066.58,0.70204,0.32086,0.0048,0.94166,0.8938,0.94247,0.66617,1.0061,0.48026,0.00679,0.0096555,0.0032185,0.0096555,0.0032185,0.0096555,0.0032185,0.0096555,0.0032185
139,1074.33,0.69189,0.31571,0.00469,0.93677,0.90237,0.93492,0.6632,1.0131,0.46673,0.00687,0.009507,0.003169,0.009507,0.003169,0.009507,0.003169,0.009507,0.003169
140,1082.06,0.68767,0.3205,0.00472,0.95074,0.86542,0.93348,0.66658,1.02132,0.50463,0.00696,0.0093585,0.0031195,0.0093585,0.0031195,0.0093585,0.0031195,0.0093585,0.0031195
141,1089.8,0.68022,0.31393,0.00467,0.92844,0.88338,0.934,0.67538,1.00987,0.50977,0.0067,0.00921,0.00307,0.00921,0.00307,0.00921,0.00307,0.00921,0.00307
142,1097.53,0.69099,0.31968,0.00467,0.92507,0.88735,0.9377,0.68059,1.00252,0.49645,0.00649,0.0090615,0.0030205,0.0090615,0.0030205,0.0090615,0.0030205,0.0090615,0.0030205
143,1105.24,0.68067,0.31003,0.00463,0.92602,0.8746,0.92711,0.66326,1.03322,0.55368,0.00677,0.008913,0.002971,0.008913,0.002971,0.008913,0.002971,0.008913,0.002971
144,1112.95,0.68267,0.31257,0.00465,0.93672,0.87711,0.93168,0.66317,1.0231,0.52563,0.00663,0.0087645,0.0029215,0.0087645,0.0029215,0.0087645,0.0029215,0.0087645,0.0029215
145,1120.57,0.68169,0.31162,0.00463,0.94534,0.88519,0.933,0.67806,0.99568,0.49793,0.00642,0.008616,0.002872,0.008616,0.002872,0.008616,0.002872,0.008616,0.002872
146,1128.28,0.67896,0.30557,0.00457,0.913,0.89436,0.93171,0.67238,1.01589,0.50063,0.00671,0.0084675,0.0028225,0.0084675,0.0028225,0.0084675,0.0028225,0.0084675,0.0028225
147,1136.03,0.67387,0.30533,0.00463,0.9189,0.89093,0.92845,0.67554,1.00403,0.52285,0.00658,0.008319,0.002773,0.008319,0.002773,0.008319,0.002773,0.008319,0.002773
148,1143.76,0.67233,0.30246,0.00454,0.937,0.89205,0.94035,0.67259,1.00823,0.4844,0.00654,0.0081705,0.0027235,0.0081705,0.0027235,0.0081705,0.0027235,0.0081705,0.0027235
149,1151.49,0.67178,0.30482,0.0045,0.9309,0.88624,0.93909,0.6751,0.99038,0.49234,0.00641,0.008022,0.002674,0.008022,0.002674,0.008022,0.002674,0.008022,0.002674
150,1159.22,0.67075,0.30642,0.00452,0.93461,0.89882,0.94834,0.67253,1.00723,0.48469,0.00655,0.0078735,0.0026245,0.0078735,0.0026245,0.0078735,0.0026245,0.0078735,0.0026245
151,1166.95,0.66064,0.2911,0.0045,0.92534,0.89396,0.93703,0.66839,1.01751,0.49923,0.00678,0.007725,0.002575,0.007725,0.002575,0.007725,0.002575,0.007725,0.002575
152,1174.65,0.65601,0.29566,0.00454,0.92475,0.89125,0.94176,0.67241,0.9978,0.48342,0.00656,0.0075765,0.0025255,0.0075765,0.0025255,0.0075765,0.0025255,0.0075765,0.0025255
153,1182.37,0.66194,0.29606,0.00451,0.94041,0.89606,0.94346,0.67481,0.99237,0.48179,0.00637,0.007428,0.002476,0.007428,0.002476,0.007428,0.002476,0.007428,0.002476
154,1190.12,0.65641,0.28973,0.00441,0.94947,0.89063,0.93496,0.68125,0.99055,0.50048,0.00648,0.0072795,0.0024265,0.0072795,0.0024265,0.0072795,0.0024265,0.0072795,0.0024265
155,1197.83,0.65578,0.28993,0.00443,0.9426,0.88383,0.93813,0.68085,0.98595,0.49134,0.00644,0.007131,0.002377,0.007131,0.002377,0.007131,0.002377,0.007131,0.002377
156,1205.55,0.6465,0.29152,0.00438,0.95479,0.87859,0.92753,0.67063,1.00041,0.50345,0.00659,0.0069825,0.0023275,0.0069825,0.0023275,0.0069825,0.0023275,0.0069825,0.0023275
157,1213.31,0.66329,0.29698,0.00448,0.93218,0.89964,0.93893,0.67357,0.99712,0.48463,0.00661,0.006834,0.002278,0.006834,0.002278,0.006834,0.002278,0.006834,0.002278
158,1221.03,0.65048,0.29475,0.0044,0.93695,0.89956,0.93393,0.67388,0.99465,0.50209,0.00656,0.0066855,0.0022285,0.0066855,0.0022285,0.0066855,0.0022285,0.0066855,0.0022285
159,1228.74,0.64506,0.28888,0.00444,0.94513,0.88898,0.93058,0.67443,1.00665,0.51015,0.00667,0.006537,0.002179,0.006537,0.002179,0.006537,0.002179,0.006537,0.002179
160,1236.49,0.64691,0.29472,0.00441,0.9687,0.88017,0.94621,0.68095,1.00075,0.48336,0.00655,0.0063885,0.0021295,0.0063885,0.0021295,0.0063885,0.0021295,0.0063885,0.0021295
161,1244.2,0.6408,0.29553,0.00432,0.9394,0.89952,0.94122,0.68112,0.99534,0.5001,0.0065,0.00624,0.00208,0.00624,0.00208,0.00624,0.00208,0.00624,0.00208
162,1251.94,0.63784,0.29057,0.00429,0.94772,0.9064,0.94349,0.6782,0.9954,0.48654,0.00654,0.0060915,0.0020305,0.0060915,0.0020305,0.0060915,0.0020305,0.0060915,0.0020305
163,1259.65,0.64304,0.29094,0.00434,0.95373,0.90124,0.94325,0.67218,1.00292,0.48261,0.00656,0.005943,0.001981,0.005943,0.001981,0.005943,0.001981,0.005943,0.001981
164,1267.35,0.6405,0.28301,0.00426,0.93626,0.89645,0.93513,0.67057,1.00575,0.50063,0.00651,0.0057945,0.0019315,0.0057945,0.0019315,0.0057945,0.0019315,0.0057945,0.0019315
165,1275.07,0.63302,0.29093,0.00425,0.92924,0.90307,0.93307,0.67259,1.00154,0.491,0.00652,0.005646,0.001882,0.005646,0.001882,0.005646,0.001882,0.005646,0.001882
166,1282.79,0.63533,0.28971,0.00424,0.94102,0.89144,0.93449,0.67657,0.99318,0.48627,0.00645,0.0054975,0.0018325,0.0054975,0.0018325,0.0054975,0.0018325,0.0054975,0.0018325
167,1290.56,0.63887,0.28665,0.0042,0.93674,0.89421,0.92695,0.67237,0.99282,0.50109,0.00638,0.005349,0.001783,0.005349,0.001783,0.005349,0.001783,0.005349,0.001783
168,1298.27,0.62548,0.27476,0.00426,0.9412,0.87964,0.9211,0.67063,0.9983,0.52664,0.00643,0.0052005,0.0017335,0.0052005,0.0017335,0.0052005,0.0017335,0.0052005,0.0017335
169,1306.02,0.62663,0.27907,0.00428,0.94615,0.87856,0.92973,0.66934,1.00264,0.52511,0.00658,0.005052,0.001684,0.005052,0.001684,0.005052,0.001684,0.005052,0.001684
170,1313.76,0.62038,0.28051,0.0041,0.92892,0.89435,0.93356,0.67331,0.9842,0.49448,0.00652,0.0049035,0.0016345,0.0049035,0.0016345,0.0049035,0.0016345,0.0049035,0.0016345
171,1321.47,0.63268,0.28152,0.00416,0.92798,0.90025,0.94235,0.67988,0.98913,0.48142,0.00652,0.004755,0.001585,0.004755,0.001585,0.004755,0.001585,0.004755,0.001585
172,1329.2,0.62527,0.28023,0.0041,0.9289,0.89823,0.94394,0.67413,0.99427,0.48233,0.00657,0.0046065,0.0015355,0.0046065,0.0015355,0.0046065,0.0015355,0.0046065,0.0015355
173,1336.94,0.62843,0.28594,0.0042,0.92605,0.89412,0.93812,0.67972,0.9821,0.4735,0.00648,0.004458,0.001486,0.004458,0.001486,0.004458,0.001486,0.004458,0.001486
174,1344.66,0.62867,0.28577,0.00418,0.93306,0.89768,0.94021,0.68282,0.98563,0.48161,0.00651,0.0043095,0.0014365,0.0043095,0.0014365,0.0043095,0.0014365,0.0043095,0.0014365
175,1352.39,0.61753,0.27337,0.0041,0.92649,0.9043,0.94417,0.68384,0.98183,0.46595,0.00645,0.004161,0.001387,0.004161,0.001387,0.004161,0.001387,0.004161,0.001387
176,1360.11,0.62432,0.27824,0.00417,0.92839,0.90519,0.93848,0.68349,0.97833,0.49079,0.00639,0.0040125,0.0013375,0.0040125,0.0013375,0.0040125,0.0013375,0.0040125,0.0013375
177,1367.85,0.62262,0.27637,0.00412,0.93289,0.89662,0.93325,0.67782,0.98354,0.49172,0.00647,0.003864,0.001288,0.003864,0.001288,0.003864,0.001288,0.003864,0.001288
178,1375.6,0.60957,0.27533,0.00401,0.94445,0.88254,0.93177,0.67735,0.98706,0.49059,0.00645,0.0037155,0.0012385,0.0037155,0.0012385,0.0037155,0.0012385,0.0037155,0.0012385
179,1383.33,0.60876,0.27673,0.00409,0.93373,0.8847,0.92812,0.67739,0.98934,0.50592,0.00652,0.003567,0.001189,0.003567,0.001189,0.003567,0.001189,0.003567,0.001189
180,1391.03,0.61043,0.2729,0.00407,0.93018,0.88343,0.93055,0.67964,0.98843,0.50012,0.00652,0.0034185,0.0011395,0.0034185,0.0011395,0.0034185,0.0011395,0.0034185,0.0011395
181,1398.76,0.61087,0.27028,0.00401,0.91952,0.89537,0.92836,0.67634,0.98644,0.49578,0.00653,0.00327,0.00109,0.00327,0.00109,0.00327,0.00109,0.00327,0.00109
182,1406.48,0.60254,0.27267,0.00404,0.93171,0.89069,0.93135,0.67737,0.98781,0.50048,0.00654,0.0031215,0.0010405,0.0031215,0.0010405,0.0031215,0.0010405,0.0031215,0.0010405
183,1414.19,0.60162,0.26906,0.00399,0.93505,0.89593,0.93581,0.67967,0.99078,0.50618,0.0065,0.002973,0.000991,0.002973,0.000991,0.002973,0.000991,0.002973,0.000991
184,1421.89,0.60681,0.27178,0.00403,0.92573,0.89998,0.93145,0.67464,0.99494,0.51539,0.00649,0.0028245,0.0009415,0.0028245,0.0009415,0.0028245,0.0009415,0.0028245,0.0009415
185,1429.6,0.59924,0.26891,0.00395,0.9284,0.89476,0.93035,0.67703,0.99221,0.52532,0.00647,0.002676,0.000892,0.002676,0.000892,0.002676,0.000892,0.002676,0.000892
186,1437.32,0.59606,0.26952,0.00407,0.94979,0.87354,0.9264,0.67493,0.99476,0.52675,0.00653,0.0025275,0.0008425,0.0025275,0.0008425,0.0025275,0.0008425,0.0025275,0.0008425
187,1445.01,0.59806,0.27475,0.00396,0.94093,0.87711,0.9256,0.67378,0.99622,0.53129,0.00653,0.002379,0.000793,0.002379,0.000793,0.002379,0.000793,0.002379,0.000793
188,1452.73,0.5902,0.25901,0.00387,0.9199,0.89319,0.92613,0.67381,0.99784,0.53104,0.00656,0.0022305,0.0007435,0.0022305,0.0007435,0.0022305,0.0007435,0.0022305,0.0007435
189,1460.46,0.5874,0.26183,0.00392,0.92238,0.89029,0.92693,0.6715,0.9996,0.53255,0.00655,0.002082,0.000694,0.002082,0.000694,0.002082,0.000694,0.002082,0.000694
190,1468.16,0.59352,0.26486,0.00393,0.92282,0.88788,0.9249,0.67273,0.99733,0.52348,0.00651,0.0019335,0.0006445,0.0019335,0.0006445,0.0019335,0.0006445,0.0019335,0.0006445
191,1476.6,0.52387,0.1991,0.00384,0.92259,0.88227,0.92429,0.6728,0.99511,0.53202,0.00649,0.001785,0.000595,0.001785,0.000595,0.001785,0.000595,0.001785,0.000595
192,1484.29,0.50469,0.18886,0.00364,0.92977,0.87383,0.92031,0.67283,0.99957,0.53864,0.00645,0.0016365,0.0005455,0.0016365,0.0005455,0.0016365,0.0005455,0.0016365,0.0005455
193,1491.87,0.49295,0.17799,0.00354,0.94167,0.86973,0.91989,0.67014,0.99743,0.53613,0.00642,0.001488,0.000496,0.001488,0.000496,0.001488,0.000496,0.001488,0.000496
194,1499.56,0.49202,0.17686,0.00349,0.93917,0.8678,0.91798,0.66928,0.99677,0.54104,0.00645,0.0013395,0.0004465,0.0013395,0.0004465,0.0013395,0.0004465,0.0013395,0.0004465
195,1507.27,0.49439,0.17778,0.00349,0.94364,0.86552,0.91808,0.66854,0.99352,0.53926,0.00645,0.001191,0.000397,0.001191,0.000397,0.001191,0.000397,0.001191,0.000397
196,1515,0.48915,0.17648,0.00344,0.93707,0.87091,0.91934,0.6679,0.99539,0.5486,0.00643,0.0010425,0.0003475,0.0010425,0.0003475,0.0010425,0.0003475,0.0010425,0.0003475
197,1522.72,0.4806,0.1718,0.00338,0.94747,0.86859,0.91801,0.66785,0.99303,0.55008,0.00642,0.000894,0.000298,0.000894,0.000298,0.000894,0.000298,0.000894,0.000298
198,1530.44,0.47834,0.18143,0.00335,0.94694,0.86978,0.91591,0.66608,0.9979,0.55414,0.00641,0.0007455,0.0002485,0.0007455,0.0002485,0.0007455,0.0002485,0.0007455,0.0002485
199,1538.12,0.47078,0.17099,0.00333,0.94256,0.87328,0.91593,0.66799,0.99608,0.54847,0.00642,0.000597,0.000199,0.000597,0.000199,0.000597,0.000199,0.000597,0.000199
200,1545.8,0.47353,0.17477,0.00334,0.9464,0.86928,0.91676,0.66893,0.99329,0.55187,0.0064,0.0004485,0.0001495,0.0004485,0.0001495,0.0004485,0.0001495,0.0004485,0.0001495
